MANGOPLAH,NSW,-35.375169,147.253056
MARRAR LPO,NSW,-34.823698,147.350199
MATONG,NSW,-34.767836,146.919333
GRIFFITH DC,NSW,-33.820291,145.622346
ROSEWOOD LPO,NSW,-35.67475,147.864041
TARCUTTA LPO,NSW,-35.27561,147.738748
URANQUINTY LPO,NSW,-35.194776,147.243051
TUMBARUMBA LPO,NSW,-35.829468,148.068724
THE ROCK LPO,NSW,-35.319006,147.189768
LOCKHART LPO,NSW,-35.124957,147.001238
HENTY LPO,NSW,-35.43665,146.989498
WALLA WALLA LPO,NSW,-35.604129,146.791693
CULCAIRN LPO,NSW,-35.670726,146.999996
MORVEN LPO,NSW,-35.659128,147.120414
MILPO KAPOOKA LPO,NSW,-35.14779,147.295748
ARDLETHAN LPO,NSW,-34.357355,146.903401
ARIAH PARK LPO,NSW,-34.348105,147.221222
BARELLAN LPO,NSW,-34.28434,146.571256
BINYA LPO,NSW,-34.228297,146.337827
TEMORA DELIVERY,NSW,-34.343429,147.311681
BARMEDMAN LPO,NSW,-34.184676,147.406754
UNGARIE LPO,NSW,-33.498371,146.803615
RANKINS SPRINGS LPO,NSW,-33.840127,146.265437
WEST WYALONG LPO,NSW,-33.994402,146.879692
TULLIBIGEAL LPO,NSW,-33.420093,146.728083
WEETHALLE LPO,NSW,-33.875402,146.625969
WEST WYALONG,NSW,-34.109459,147.140966
WYALONG LPO,NSW,-33.925882,147.243019
LAKE CARGELLIGO LPO,NSW,-33.387503,146.579788
HILLSTON LPO,NSW,-33.481365,145.534656
RIVERINA MSC WAGGA WAGGA,NSW,-35.059334,147.351953
GRIFFITH EAST LPO,NSW,-34.283593,146.058792
YENDA,NSW,-34.177539,146.108252
NARRANDERA DELIVERY,NSW,-35.031701,146.612603
COOLAMON LPO,NSW,-34.815539,147.200085
GANMAIN LPO,NSW,-34.794899,147.038823
YANCO LPO,NSW,-34.630843,146.40345
LEETON DELIVERY,NSW,-34.48697,146.433213
DARLINGTON POINT LPO,NSW,-34.557729,146.010496
COLEAMBALLY LPO,NSW,-34.858279,145.674146
DENILIQUIN DC,NSW,-35.228183,144.49432
MATHOURA LPO,NSW,-35.81262,144.9026
WAKOOL LPO,NSW,-35.470616,144.395693
HAY DELIVERY,NSW,-33.679442,144.749504
BERRIGAN LPO,NSW,-35.65743,145.812641
FINLEY,NSW,-35.591687,145.285731
TOCUMWAL LPO,NSW,-35.511748,145.051193
BALRANALD LPO,NSW,-33.873621,142.885264
JERILDERIE LPO,NSW,-35.354272,145.529572
DARETON LPO,NSW,-34.091641,142.042284
TUMUT DELIVERY,NSW,-35.315496,148.453868
TALBINGO,NSW,-35.581624,148.303311
QUANDIALLA LPO,NSW,-33.994749,147.678307
STOCKINBINGAL LPO,NSW,-34.506023,147.879961
JUGIONG LPO,NSW,-34.906288,148.320014
